label,Number of vcis,Operation Type,Message size,Number of entities,Number of communicators,Total message rates,Total bandwidth
abt_vci_Ncomm_Nes,1,PT2PT,4,11,16,0.3638,1.455
pth_vciopt_Ncomm,4,PT2PT,4,11,16,1.9985,7.9939
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,11,16,4.529,18.1159
pth_vciopt_Ncomm,8,PT2PT,4,11,16,3.6983,14.7933
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,11,16,8.2354,32.9416
pth_vciopt_Ncomm,18,PT2PT,4,11,16,11.8899,47.5595
pth_vciopt_Ncomm_nolock,18,PT2PT,4,11,16,13.1337,52.5349
abt_vci_Ncomm_Nes,18,PT2PT,4,11,16,13.6203,54.481
proc,-1,PT2PT,4,12,1,44.551,178.2042
pth_vciopt_Ncomm,1,PT2PT,4,12,2,0.3861,1.5446
pth_vciopt_Ncomm_nolock,1,PT2PT,4,12,2,0.3825,1.53
abt_vci_Ncomm_Nes,1,PT2PT,4,12,2,0.3745,1.4978
pth_vciopt_Ncomm,4,PT2PT,4,12,2,0.7461,2.9844
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,12,2,5.2301,20.9204
pth_vciopt_Ncomm,8,PT2PT,4,12,2,0.7464,2.9858
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,12,2,3.6915,14.766
pth_vciopt_Ncomm,18,PT2PT,4,12,2,0.8034,3.2136
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,12,2,3.9566,15.8262
pth_vciopt_Ncomm,1,PT2PT,4,12,8,0.3929,1.5717
pth_vciopt_Ncomm_nolock,1,PT2PT,4,12,8,0.2817,1.1269
abt_vci_Ncomm_Nes,1,PT2PT,4,12,8,0.4376,1.7506
pth_vciopt_Ncomm,4,PT2PT,4,12,8,2.1962,8.7847
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,12,8,2.947,11.788
pth_vciopt_Ncomm,8,PT2PT,4,12,8,4.3145,17.2582
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,12,8,8.4662,33.8647
pth_vciopt_Ncomm,18,PT2PT,4,12,8,4.5584,18.2336
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,12,8,9.9537,39.8146
pth_vciopt_Ncomm,1,PT2PT,4,12,12,0.4098,1.6392
pth_vciopt_Ncomm_nolock,1,PT2PT,4,12,12,0.3957,1.5828
abt_vci_Ncomm_Nes,1,PT2PT,4,12,12,0.448,1.7921
pth_vciopt_Ncomm,4,PT2PT,4,12,12,2.2089,8.8355
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,12,12,3.025,12.1
pth_vciopt_Ncomm,8,PT2PT,4,12,12,4.5446,18.1785
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,12,12,10.4742,41.8967
pth_vciopt_Ncomm,18,PT2PT,4,12,12,13.2231,52.8924
pth_vciopt_Ncomm_nolock,18,PT2PT,4,12,12,13.9816,55.9264
abt_vci_Ncomm_Nes,18,PT2PT,4,12,12,14.5143,58.0572
pth_vciopt_Ncomm,1,PT2PT,4,12,16,0.3418,1.3674
pth_vciopt_Ncomm_nolock,1,PT2PT,4,12,16,0.3273,1.3092
abt_vci_Ncomm_Nes,1,PT2PT,4,12,16,0.4715,1.8858
pth_vciopt_Ncomm,4,PT2PT,4,12,16,2.1493,8.5971
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,12,16,2.8319,11.3274
pth_vciopt_Ncomm,8,PT2PT,4,12,16,4.106,16.4239
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,12,16,8.9087,35.635
pth_vciopt_Ncomm,18,PT2PT,4,12,16,12.2609,49.0437
pth_vciopt_Ncomm_nolock,18,PT2PT,4,12,16,14.3582,57.4326
abt_vci_Ncomm_Nes,18,PT2PT,4,12,16,16.5809,66.3235
proc,-1,PT2PT,4,13,1,44.5587,178.2347
pth_vciopt_Ncomm,1,PT2PT,4,13,2,0.316,1.2639
pth_vciopt_Ncomm_nolock,1,PT2PT,4,13,2,0.3501,1.4006
abt_vci_Ncomm_Nes,1,PT2PT,4,13,2,0.4259,1.7038
pth_vciopt_Ncomm,4,PT2PT,4,13,2,0.6424,2.5697
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,13,2,5.3524,21.4097
pth_vciopt_Ncomm,8,PT2PT,4,13,2,0.7059,2.8236
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,13,2,3.9752,15.901
pth_vciopt_Ncomm,18,PT2PT,4,13,2,0.8489,3.3957
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,13,2,5.9783,23.9131
pth_vciopt_Ncomm,1,PT2PT,4,13,8,0.3789,1.5156
pth_vciopt_Ncomm_nolock,1,PT2PT,4,13,8,0.2816,1.1263
abt_vci_Ncomm_Nes,1,PT2PT,4,13,8,0.4326,1.7303
pth_vciopt_Ncomm,4,PT2PT,4,13,8,1.7414,6.9656
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,13,8,3.3391,13.3563
pth_vciopt_Ncomm,8,PT2PT,4,13,8,4.7298,18.9192
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,13,8,11.4726,45.8905
pth_vciopt_Ncomm,18,PT2PT,4,13,8,4.9074,19.6296
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,13,8,15.075,60.3
pth_vciopt_Ncomm,1,PT2PT,4,13,12,0.3742,1.4967
pth_vciopt_Ncomm_nolock,1,PT2PT,4,13,12,0.3231,1.2923
abt_vci_Ncomm_Nes,1,PT2PT,4,13,12,0.3817,1.5268
pth_vciopt_Ncomm,4,PT2PT,4,13,12,1.7645,7.058
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,13,12,3.2347,12.9389
pth_vciopt_Ncomm,8,PT2PT,4,13,12,2.5532,10.2128
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,13,12,11.304,45.2159
pth_vciopt_Ncomm,18,PT2PT,4,13,12,4.7594,19.0376
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,13,12,18.461,73.8441
pth_vciopt_Ncomm,1,PT2PT,4,13,16,0.3919,1.5675
pth_vciopt_Ncomm_nolock,1,PT2PT,4,13,16,0.3335,1.3342
abt_vci_Ncomm_Nes,1,PT2PT,4,13,16,0.4145,1.658
pth_vciopt_Ncomm,4,PT2PT,4,13,16,1.8057,7.223
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,13,16,3.1718,12.6872
pth_vciopt_Ncomm,8,PT2PT,4,13,16,5.187,20.748
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,13,16,9.9061,39.6245
pth_vciopt_Ncomm,18,PT2PT,4,13,16,13.3623,53.4491
pth_vciopt_Ncomm_nolock,18,PT2PT,4,13,16,14.94,59.7599
abt_vci_Ncomm_Nes,18,PT2PT,4,13,16,20.5607,82.2429
proc,-1,PT2PT,4,14,1,51.9868,207.9471
pth_vciopt_Ncomm,1,PT2PT,4,14,2,0.3693,1.4771
pth_vciopt_Ncomm_nolock,1,PT2PT,4,14,2,0.395,1.5801
abt_vci_Ncomm_Nes,1,PT2PT,4,14,2,0.3767,1.5069
pth_vciopt_Ncomm,4,PT2PT,4,14,2,0.7714,3.0857
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,14,2,4.0626,16.2503
pth_vciopt_Ncomm,8,PT2PT,4,14,2,0.6968,2.787
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,14,2,3.6415,14.5658
pth_vciopt_Ncomm,18,PT2PT,4,14,2,0.6971,2.7886
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,14,2,4.1247,16.4987
pth_vciopt_Ncomm,1,PT2PT,4,14,8,0.3123,1.2491
pth_vciopt_Ncomm_nolock,1,PT2PT,4,14,8,0.3812,1.5249
abt_vci_Ncomm_Nes,1,PT2PT,4,14,8,0.3582,1.4329
pth_vciopt_Ncomm,4,PT2PT,4,14,8,1.7103,6.841
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,14,8,3.6016,14.4062
pth_vciopt_Ncomm,8,PT2PT,4,14,8,5.1842,20.7369
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,14,8,10.0095,40.0378
pth_vciopt_Ncomm,18,PT2PT,4,14,8,4.7537,19.0149
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,14,8,12.1655,48.6619
pth_vciopt_Ncomm,1,PT2PT,4,14,12,0.3586,1.4342
pth_vciopt_Ncomm_nolock,1,PT2PT,4,14,12,0.3129,1.2515
abt_vci_Ncomm_Nes,1,PT2PT,4,14,12,0.3889,1.5557
pth_vciopt_Ncomm,4,PT2PT,4,14,12,1.7517,7.0068
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,14,12,3.4662,13.8648
pth_vciopt_Ncomm,8,PT2PT,4,14,12,2.6017,10.4068
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,14,12,11.0253,44.1012
pth_vciopt_Ncomm,18,PT2PT,4,14,12,6.2685,25.0739
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,14,12,18.2359,72.9437
pth_vciopt_Ncomm,1,PT2PT,4,14,16,0.3398,1.3591
pth_vciopt_Ncomm_nolock,1,PT2PT,4,14,16,0.381,1.5239
abt_vci_Ncomm_Nes,1,PT2PT,4,14,16,0.3715,1.4858
pth_vciopt_Ncomm,4,PT2PT,4,14,16,1.5031,6.0123
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,14,16,3.9234,15.6935
pth_vciopt_Ncomm,8,PT2PT,4,14,16,4.6543,18.6171
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,14,16,10.6576,42.6305
pth_vciopt_Ncomm,18,PT2PT,4,14,16,14.3685,57.474
pth_vciopt_Ncomm_nolock,18,PT2PT,4,14,16,16.2018,64.807
abt_vci_Ncomm_Nes,18,PT2PT,4,14,16,18.6583,74.6332
proc,-1,PT2PT,4,15,1,54.9313,219.7253
pth_vciopt_Ncomm,1,PT2PT,4,15,2,0.357,1.4279
pth_vciopt_Ncomm_nolock,1,PT2PT,4,15,2,0.3256,1.3025
abt_vci_Ncomm_Nes,1,PT2PT,4,15,2,0.3764,1.5058
pth_vciopt_Ncomm,4,PT2PT,4,15,2,0.7183,2.873
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,15,2,4.6743,18.6973
pth_vciopt_Ncomm,8,PT2PT,4,15,2,0.6507,2.6027
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,15,2,3.3402,13.3609
pth_vciopt_Ncomm,18,PT2PT,4,15,2,0.8071,3.2284
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,15,2,3.3586,13.4346
pth_vciopt_Ncomm,1,PT2PT,4,15,8,0.355,1.42
pth_vciopt_Ncomm_nolock,1,PT2PT,4,15,8,0.3799,1.5198
abt_vci_Ncomm_Nes,1,PT2PT,4,15,8,0.39,1.5601
pth_vciopt_Ncomm,4,PT2PT,4,15,8,1.6409,6.5636
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,15,8,3.7026,14.8102
pth_vciopt_Ncomm,8,PT2PT,4,15,8,5.0293,20.1173
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,15,8,10.851,43.4039
pth_vciopt_Ncomm,18,PT2PT,4,15,8,5.2806,21.1224
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,15,8,13.7742,55.0967
pth_vciopt_Ncomm,1,PT2PT,4,15,12,0.312,1.248
pth_vciopt_Ncomm_nolock,1,PT2PT,4,15,12,0.3831,1.5325
abt_vci_Ncomm_Nes,1,PT2PT,4,15,12,0.3383,1.3531
pth_vciopt_Ncomm,4,PT2PT,4,15,12,1.7414,6.9655
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,15,12,3.6568,14.6271
pth_vciopt_Ncomm,8,PT2PT,4,15,12,2.7921,11.1685
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,15,12,8.5227,34.0907
pth_vciopt_Ncomm,18,PT2PT,4,15,12,5.9788,23.9152
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,15,12,13.0855,52.3419
pth_vciopt_Ncomm,1,PT2PT,4,15,16,0.3833,1.5333
pth_vciopt_Ncomm_nolock,1,PT2PT,4,15,16,0.3841,1.5363
abt_vci_Ncomm_Nes,1,PT2PT,4,15,16,0.3696,1.4785
pth_vciopt_Ncomm,4,PT2PT,4,15,16,1.801,7.204
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,15,16,3.8998,15.5993
pth_vciopt_Ncomm,8,PT2PT,4,15,16,5.1268,20.5072
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,15,16,11.3346,45.3384
pth_vciopt_Ncomm,18,PT2PT,4,15,16,15.611,62.4439
pth_vciopt_Ncomm_nolock,18,PT2PT,4,15,16,16.3152,65.2607
abt_vci_Ncomm_Nes,18,PT2PT,4,15,16,23.2241,92.8964
proc,-1,PT2PT,4,16,1,46.7234,186.8937
pth_vciopt_Ncomm,1,PT2PT,4,16,2,0.3838,1.535
pth_vciopt_Ncomm_nolock,1,PT2PT,4,16,2,0.3906,1.5624
abt_vci_Ncomm_Nes,1,PT2PT,4,16,2,0.33,1.3198
pth_vciopt_Ncomm,4,PT2PT,4,16,2,0.7432,2.973
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,16,2,4.3419,17.3675
pth_vciopt_Ncomm,8,PT2PT,4,16,2,0.6126,2.4503
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,16,2,3.9079,15.6317
pth_vciopt_Ncomm,18,PT2PT,4,16,2,0.6946,2.7785
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,16,2,5.3452,21.3807
pth_vciopt_Ncomm,1,PT2PT,4,16,8,0.3301,1.3204
pth_vciopt_Ncomm_nolock,1,PT2PT,4,16,8,0.3635,1.4539
abt_vci_Ncomm_Nes,1,PT2PT,4,16,8,0.3136,1.2543
pth_vciopt_Ncomm,4,PT2PT,4,16,8,1.8897,7.5586
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,16,8,2.686,10.7439
pth_vciopt_Ncomm,8,PT2PT,4,16,8,5.602,22.4078
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,16,8,6.925,27.7
pth_vciopt_Ncomm,18,PT2PT,4,16,8,5.5317,22.1267
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,16,8,14.5913,58.3653
pth_vciopt_Ncomm,1,PT2PT,4,16,12,0.3014,1.2054
pth_vciopt_Ncomm_nolock,1,PT2PT,4,16,12,0.3797,1.5188
abt_vci_Ncomm_Nes,1,PT2PT,4,16,12,0.3158,1.2633
pth_vciopt_Ncomm,4,PT2PT,4,16,12,1.828,7.312
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,16,12,2.5639,10.2555
pth_vciopt_Ncomm,8,PT2PT,4,16,12,3.0381,12.1525
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,16,12,10.3724,41.4895
pth_vciopt_Ncomm,18,PT2PT,4,16,12,5.9619,23.8476
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,4,16,12,11.3197,45.2786
pth_vciopt_Ncomm,1,PT2PT,4,16,16,0.3644,1.4575
pth_vciopt_Ncomm_nolock,1,PT2PT,4,16,16,0.3731,1.4924
abt_vci_Ncomm_Nes,1,PT2PT,4,16,16,0.3138,1.2551
pth_vciopt_Ncomm,4,PT2PT,4,16,16,2.04,8.1601
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,4,16,16,2.7232,10.8928
pth_vciopt_Ncomm,8,PT2PT,4,16,16,5.284,21.1358
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,4,16,16,7.2127,28.8508
pth_vciopt_Ncomm,18,PT2PT,4,16,16,15.9844,63.9377
pth_vciopt_Ncomm_nolock,18,PT2PT,4,16,16,17.5807,70.3229
abt_vci_Ncomm_Nes,18,PT2PT,4,16,16,19.655,78.6199
proc,-1,PT2PT,16,1,1,4.149,66.3846
pth_vciopt_Ncomm,1,PT2PT,16,1,2,2.4794,39.6701
pth_vciopt_Ncomm_nolock,1,PT2PT,16,1,2,4.1784,66.8545
abt_vci_Ncomm_Nes,1,PT2PT,16,1,2,3.1786,50.858
pth_vciopt_Ncomm,4,PT2PT,16,1,2,3.6506,58.4101
pth_vciopt_Ncomm_nolock,4,PT2PT,16,1,2,4.0259,64.4137
abt_vci_Ncomm_Nes,4,PT2PT,16,1,2,4.0412,64.6593
pth_vciopt_Ncomm,8,PT2PT,16,1,2,4.3176,69.081
pth_vciopt_Ncomm_nolock,8,PT2PT,16,1,2,4.0834,65.3346
abt_vci_Ncomm_Nes,8,PT2PT,16,1,2,3.9638,63.4201
pth_vciopt_Ncomm,18,PT2PT,16,1,2,3.0717,49.1474
pth_vciopt_Ncomm_nolock,18,PT2PT,16,1,2,5.9942,95.9067
abt_vci_Ncomm_Nes,18,PT2PT,16,1,2,4.3438,69.5007
pth_vciopt_Ncomm,1,PT2PT,16,1,8,2.3996,38.3941
pth_vciopt_Ncomm_nolock,1,PT2PT,16,1,8,2.6874,42.9988
abt_vci_Ncomm_Nes,1,PT2PT,16,1,8,3.2356,51.7703
pth_vciopt_Ncomm,4,PT2PT,16,1,8,2.6059,41.6943
pth_vciopt_Ncomm_nolock,4,PT2PT,16,1,8,6.2541,100.0657
abt_vci_Ncomm_Nes,4,PT2PT,16,1,8,4.9667,79.4669
pth_vciopt_Ncomm,8,PT2PT,16,1,8,3.395,54.3206
pth_vciopt_Ncomm_nolock,8,PT2PT,16,1,8,4.2666,68.2656
abt_vci_Ncomm_Nes,8,PT2PT,16,1,8,3.4255,54.8088
pth_vciopt_Ncomm,18,PT2PT,16,1,8,3.9972,63.955
pth_vciopt_Ncomm_nolock,18,PT2PT,16,1,8,7.3196,117.1131
abt_vci_Ncomm_Nes,18,PT2PT,16,1,8,5.061,80.9756
pth_vciopt_Ncomm,1,PT2PT,16,1,12,3.2042,51.2664
pth_vciopt_Ncomm_nolock,1,PT2PT,16,1,12,3.6748,58.797
abt_vci_Ncomm_Nes,1,PT2PT,16,1,12,3.2159,51.4547
pth_vciopt_Ncomm,4,PT2PT,16,1,12,2.6797,42.8757
pth_vciopt_Ncomm_nolock,4,PT2PT,16,1,12,3.7777,60.4433
abt_vci_Ncomm_Nes,4,PT2PT,16,1,12,4.0846,65.3533
pth_vciopt_Ncomm,8,PT2PT,16,1,12,2.6753,42.805
pth_vciopt_Ncomm_nolock,8,PT2PT,16,1,12,4.0451,64.7208
abt_vci_Ncomm_Nes,8,PT2PT,16,1,12,4.9574,79.3183
pth_vciopt_Ncomm,18,PT2PT,16,1,12,4.1316,66.1063
pth_vciopt_Ncomm_nolock,18,PT2PT,16,1,12,4.1287,66.0585
abt_vci_Ncomm_Nes,18,PT2PT,16,1,12,5.2174,83.4786
pth_vciopt_Ncomm,1,PT2PT,16,1,16,2.4641,39.4252
pth_vciopt_Ncomm_nolock,1,PT2PT,16,1,16,3.0799,49.2778
abt_vci_Ncomm_Nes,1,PT2PT,16,1,16,2.8764,46.0227
pth_vciopt_Ncomm,4,PT2PT,16,1,16,3.1508,50.4127
pth_vciopt_Ncomm_nolock,4,PT2PT,16,1,16,4.1733,66.7724
abt_vci_Ncomm_Nes,4,PT2PT,16,1,16,5.1188,81.9013
pth_vciopt_Ncomm,8,PT2PT,16,1,16,4.7562,76.0997
pth_vciopt_Ncomm_nolock,8,PT2PT,16,1,16,4.0744,65.1906
abt_vci_Ncomm_Nes,8,PT2PT,16,1,16,3.9563,63.3011
pth_vciopt_Ncomm,18,PT2PT,16,1,16,2.8913,46.2614
pth_vciopt_Ncomm_nolock,18,PT2PT,16,1,16,5.9402,95.0435
abt_vci_Ncomm_Nes,18,PT2PT,16,1,16,3.9636,63.418
proc,-1,PT2PT,16,2,1,7.928,126.8476
pth_vciopt_Ncomm,1,PT2PT,16,2,2,0.8941,14.3055
pth_vciopt_Ncomm_nolock,1,PT2PT,16,2,2,1.1797,18.8745
abt_vci_Ncomm_Nes,1,PT2PT,16,2,2,0.8751,14.0019
pth_vciopt_Ncomm,4,PT2PT,16,2,2,5.1393,82.2293
pth_vciopt_Ncomm_nolock,4,PT2PT,16,2,2,6.6035,105.6553
abt_vci_Ncomm_Nes,4,PT2PT,16,2,2,7.6769,122.8297
pth_vciopt_Ncomm,8,PT2PT,16,2,2,2.2222,35.5551
pth_vciopt_Ncomm_nolock,8,PT2PT,16,2,2,6.964,111.424
abt_vci_Ncomm_Nes,8,PT2PT,16,2,2,9.5,152.0
pth_vciopt_Ncomm,18,PT2PT,16,2,2,4.8262,77.2185
pth_vciopt_Ncomm_nolock,18,PT2PT,16,2,2,3.1715,50.7448
abt_vci_Ncomm_Nes,18,PT2PT,16,2,2,6.0497,96.7947
pth_vciopt_Ncomm,1,PT2PT,16,2,8,0.7941,12.7051
pth_vciopt_Ncomm_nolock,1,PT2PT,16,2,8,0.8087,12.9386
abt_vci_Ncomm_Nes,1,PT2PT,16,2,8,0.8987,14.3796
pth_vciopt_Ncomm,4,PT2PT,16,2,8,2.5716,41.1464
pth_vciopt_Ncomm_nolock,4,PT2PT,16,2,8,3.2889,52.6225
abt_vci_Ncomm_Nes,4,PT2PT,16,2,8,8.4691,135.5059
pth_vciopt_Ncomm,8,PT2PT,16,2,8,3.5238,56.3805
pth_vciopt_Ncomm_nolock,8,PT2PT,16,2,8,6.9317,110.9069
abt_vci_Ncomm_Nes,8,PT2PT,16,2,8,6.5275,104.4407
pth_vciopt_Ncomm,18,PT2PT,16,2,8,4.3417,69.4666
pth_vciopt_Ncomm_nolock,18,PT2PT,16,2,8,2.9654,47.4458
abt_vci_Ncomm_Nes,18,PT2PT,16,2,8,4.3821,70.1132
pth_vciopt_Ncomm,1,PT2PT,16,2,12,1.1183,17.8929
pth_vciopt_Ncomm_nolock,1,PT2PT,16,2,12,0.9884,15.8149
abt_vci_Ncomm_Nes,1,PT2PT,16,2,12,0.7676,12.281
pth_vciopt_Ncomm,4,PT2PT,16,2,12,4.0969,65.5504
pth_vciopt_Ncomm_nolock,4,PT2PT,16,2,12,6.0393,96.6284
abt_vci_Ncomm_Nes,4,PT2PT,16,2,12,3.8404,61.447
pth_vciopt_Ncomm,8,PT2PT,16,2,12,2.3074,36.9176
pth_vciopt_Ncomm_nolock,8,PT2PT,16,2,12,7.5254,120.4067
abt_vci_Ncomm_Nes,8,PT2PT,16,2,12,6.4391,103.0261
pth_vciopt_Ncomm,18,PT2PT,16,2,12,5.0629,81.0058
pth_vciopt_Ncomm_nolock,18,PT2PT,16,2,12,3.0039,48.0619
abt_vci_Ncomm_Nes,18,PT2PT,16,2,12,3.6998,59.1971
pth_vciopt_Ncomm,1,PT2PT,16,2,16,0.8396,13.4329
pth_vciopt_Ncomm_nolock,1,PT2PT,16,2,16,0.9627,15.4026
abt_vci_Ncomm_Nes,1,PT2PT,16,2,16,0.836,13.3766
pth_vciopt_Ncomm,4,PT2PT,16,2,16,3.8081,60.9291
pth_vciopt_Ncomm_nolock,4,PT2PT,16,2,16,7.5912,121.4586
abt_vci_Ncomm_Nes,4,PT2PT,16,2,16,3.6319,58.1111
pth_vciopt_Ncomm,8,PT2PT,16,2,16,2.4252,38.8039
pth_vciopt_Ncomm_nolock,8,PT2PT,16,2,16,6.9289,110.8618
abt_vci_Ncomm_Nes,8,PT2PT,16,2,16,7.8088,124.9411
pth_vciopt_Ncomm,18,PT2PT,16,2,16,2.1165,33.864
pth_vciopt_Ncomm_nolock,18,PT2PT,16,2,16,6.8104,108.9661
abt_vci_Ncomm_Nes,18,PT2PT,16,2,16,4.6162,73.8597
proc,-1,PT2PT,16,3,1,11.5132,184.2115
pth_vciopt_Ncomm,1,PT2PT,16,3,2,0.6039,9.6616
pth_vciopt_Ncomm_nolock,1,PT2PT,16,3,2,0.5863,9.3806
abt_vci_Ncomm_Nes,1,PT2PT,16,3,2,0.7442,11.9075
pth_vciopt_Ncomm,4,PT2PT,16,3,2,1.0916,17.4659
pth_vciopt_Ncomm_nolock,4,,,,,,
abt_vci_Ncomm_Nes,4,PT2PT,16,3,2,3.7052,59.2832
pth_vciopt_Ncomm,8,PT2PT,16,3,2,1.1587,18.5395
pth_vciopt_Ncomm_nolock,8,,,,,,
abt_vci_Ncomm_Nes,8,PT2PT,16,3,2,6.3543,101.6695
pth_vciopt_Ncomm,18,PT2PT,16,3,2,1.2475,19.9593
pth_vciopt_Ncomm_nolock,18,,,,,,
abt_vci_Ncomm_Nes,18,PT2PT,16,3,2,5.1231,81.9693
pth_vciopt_Ncomm,1,PT2PT,16,3,8,0.5731,9.1693
pth_vciopt_Ncomm_nolock,1,PT2PT,16,3,8,0.6131,9.8103
abt_vci_Ncomm_Nes,1,PT2PT,16,3,8,0.6889,11.0217
pth_vciopt_Ncomm,4,PT2PT,16,3,8,5.9748,95.5969
pth_vciopt_Ncomm_nolock,4,PT2PT,16,3,8,9.721,155.5355
abt_vci_Ncomm_Nes,4,PT2PT,16,3,8,6.7799,108.4778
pth_vciopt_Ncomm,8,PT2PT,16,3,8,5.8898,94.2375
pth_vciopt_Ncomm_nolock,8,PT2PT,16,3,8,8.8583,141.7324
abt_vci_Ncomm_Nes,8,PT2PT,16,3,8,7.4728,119.5648
pth_vciopt_Ncomm,18,PT2PT,16,3,8,7.2442,115.907
